what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885551491
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885552161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885553003
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885554094
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334885556521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334885598076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334885602830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885638517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885644770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334885659791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885910788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334885944268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334885953495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334885955572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885967915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885971217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885980111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334885988916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334886005944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334886016322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334886024945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334886031121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886031539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886032862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886037696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886042757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886053453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886053708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886053854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886053990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886054098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886054206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886054442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334886054919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886056308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886060628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886062854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886137365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886157396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886162074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886164417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886166832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886168475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886191184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886192373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886662956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334886711122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334886721375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334886722168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886725201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886728836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886730877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886734379
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334886734432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886736844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886739679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886744545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886748710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886752031
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334886786088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886845541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886847536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886851315
error,log,,,"Unhandled event loop exception",1334886851388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886852456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886854361
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334886855818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886860197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886861748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334886862539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334887090217
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334887104607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334887111026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334887116804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894542219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894797198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894802382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894841123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894843021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894844727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334894846839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897289090
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334897294219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897364135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334897379810
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334897380768
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334897387456
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334897388279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897466155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897478273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897481848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334897524246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334897527261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897550646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897583046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897584870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334897590287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897594469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897600763
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897605585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897608997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897621079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897630891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897634321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897652018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897659939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897685389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897735852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897738372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334897744250
