what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334618216868
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1334618218381
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334618219581
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1334618219582
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334618220300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334618222766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618224970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618233167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334618239543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334618243939
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1334618264251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334618265068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618267462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618269359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618273309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618276081
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334618283540
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334618297228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618315506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618317382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618349764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618374425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618375919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618376844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618377751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618392948
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334618395220
error,log,,,"Error while loading editor",1334618408207
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618408213
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618408301
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334618529533
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618529534
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334618530746
error,log,,,"Error while loading editor",1334618531069
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618531072
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618531137
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334618533765
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334618533765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618536482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618541517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618544163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334618621597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334618628966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334618668223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334618668972
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1334618675831
