what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334151947589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152022338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152084181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152170862
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1334152170921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334152179491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334152184074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334152185106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152186359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152282478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152303945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152537111
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1334152547075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152549077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152550370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152557034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152558614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152558621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152567932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152577043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152578986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152587753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152595685
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1334152620208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334152651269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152671426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152672692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334152675866
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1334152686440
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1334152689986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334152693779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152747605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152757167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334152763875
