what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501854811
error,log,,,"No command output when running: 'am start -n edu.artAtGVSU/edu.artAtGVSU.SplashScreenActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1334501859723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501860935
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334501864309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501866833
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334501869234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501888604
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334501889222
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334501890922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334501908047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501916335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501927148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501928787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501954712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334501956795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334502008999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334502010886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334502061901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334502069990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334502072892
