what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334836796433
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334836800155
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334836810153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334836822082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334836848783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334836911584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334836949808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334836950438
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334836953261
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334836953333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334836962874
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334836967812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334836969099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334836970820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334836972449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334836976425
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1334836977537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334836978181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837008886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837037326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837064115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837094383
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334837096563
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334837096563
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334837097621
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334837098157
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334837098260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837107052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837108540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837112584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837144719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837145620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837147300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837156944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334837160349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837173886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837195116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837201169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837208658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837212039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837215086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837217092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837252224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837288317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837297969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837306405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837308159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837314351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837336423
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334837336448
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334837339543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334837340539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334837340920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837341974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837345602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837348340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837351941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837353575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837359182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837365163
error,log,,,"Unhandled event loop exception",1334837365169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837366146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837367643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837368306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837371551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837372909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837373176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837373283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837373618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837374112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837374773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334837382371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837386498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837403488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837408140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837410729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334837414511
