what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326667551
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334326681907
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334326681908
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334326683962
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334326687715
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334326687844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326687878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326757187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334326763191
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1334326787064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334326790389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326811476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326823722
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334326825292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326828536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326829503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326829640
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334326854397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326866604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326867824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326890534
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334326891517
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334326895574
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334326899475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334326924275
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334326942242
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334326946687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334326954605
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334326958925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334326967675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326989543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326993388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334326994969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334327031656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334327034113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334327035076
