what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334800504270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334800504496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334800504755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334800504992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334800505194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800508045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800550498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800606845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800609449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800612460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800641845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800645443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334800652928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334800655854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800656980
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800662219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800665294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800682933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800690179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800691169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800708930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800709396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800710005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800717785
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334800728159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800728258
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334800728414
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1334800728593
started,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1334800728642
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1334800728696
opened,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1334800729852
activated,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1334800730015
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334800730099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800733175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800762713
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334800765093
error,log,,,"Unhandled event loop exception",1334800771329
error,log,,,"Unhandled event loop exception",1334800771335
error,log,,,"Unhandled event loop exception",1334800771351
error,log,,,"Unhandled event loop exception",1334800772155
error,log,,,"Unhandled event loop exception",1334800783345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800784798
error,log,,,"Unhandled event loop exception",1334800784831
error,log,,,"Unhandled event loop exception",1334800785638
error,log,,,"Unhandled event loop exception",1334800785983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334800788153
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334800794602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800794615
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334800802798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800819353
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334800819934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334800824233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800841402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800949271
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334800949415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800951968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800984874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800986907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800994203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334800997952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334801014695
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334801016416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334801032489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334801036288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334801063449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334801074903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334801107173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334801113131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334801114740
